,Order Number,Line Item,Order Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Total Cost USD,Total Price USD
6425,1867006,1,2020-02-10,931900,0,1581,3,GBP,217.68,657.0
6426,1868021,7,2020-02-11,406079,23,1581,3,EUR,217.68,657.0
6427,1871004,4,2020-02-14,1539041,56,1581,1,USD,72.56,219.0
6428,1871023,3,2020-02-14,571622,24,1581,2,EUR,145.12,438.0
6429,1872041,3,2020-02-15,1125468,0,1581,7,GBP,507.92,1533.0
6430,1874033,1,2020-02-17,19404,5,1581,2,AUD,145.12,438.0
6431,1876025,1,2020-02-19,1207658,61,1581,6,USD,435.36,1314.0
6432,1883047,3,2020-02-26,1804988,54,1581,6,USD,435.36,1314.0
6433,1892000,2,2020-03-06,161879,0,1581,3,AUD,217.68,657.0
6434,1946012,1,2020-04-29,1498800,64,1581,7,USD,507.92,1533.0
6435,1950000,1,2020-05-03,1557811,45,1581,5,USD,362.8,1095.0
6436,2008003,5,2020-06-30,1957363,45,1581,3,USD,217.68,657.0
6437,2011009,2,2020-07-03,239991,0,1581,3,CAD,217.68,657.0
6438,2016007,1,2020-07-08,1957841,54,1581,7,USD,507.92,1533.0
6439,2073000,1,2020-09-03,1640955,62,1581,6,USD,435.36,1314.0
6440,2130000,3,2020-10-30,1250933,57,1581,1,USD,72.56,219.0
6441,2143001,1,2020-11-12,1457192,59,1581,1,USD,72.56,219.0
6442,2197009,3,2021-01-05,555530,24,1581,8,EUR,580.48,1752.0
6443,2235000,2,2021-02-12,1724062,0,1581,2,USD,145.12,438.0
6444,371002,1,2016-01-06,1955971,53,80,4,USD,74.6,162.2
6445,411005,1,2016-02-15,211746,9,80,1,CAD,18.65,40.55
6446,497009,5,2016-05-11,215878,0,80,2,CAD,37.3,81.1
6447,586004,1,2016-08-08,614234,12,80,1,EUR,18.65,40.55
6448,660003,4,2016-10-21,477258,20,80,2,EUR,37.3,81.1
6449,735015,3,2017-01-04,1996781,56,80,1,USD,18.65,40.55
6450,777011,1,2017-02-15,342393,9,80,10,CAD,186.5,405.5
6451,799004,3,2017-03-09,905099,37,80,3,GBP,55.949999999999996,121.64999999999999
6452,800006,2,2017-03-10,293369,0,80,8,CAD,149.2,324.4
6453,876004,1,2017-05-25,1616350,44,80,6,USD,111.89999999999999,243.29999999999998
6454,899001,2,2017-06-17,323119,10,80,1,CAD,18.65,40.55
6455,911002,3,2017-06-29,321432,8,80,2,CAD,37.3,81.1
6456,938006,4,2017-07-26,1414295,54,80,1,USD,18.65,40.55
6457,939000,1,2017-07-27,777813,28,80,2,EUR,37.3,81.1
6458,948000,3,2017-08-05,1839336,45,80,1,USD,18.65,40.55
6459,964001,1,2017-08-21,618556,15,80,6,EUR,111.89999999999999,243.29999999999998
6460,965000,1,2017-08-22,1632062,45,80,3,USD,55.949999999999996,121.64999999999999
6461,987004,1,2017-09-13,990554,42,80,5,GBP,93.25,202.75
6462,1002004,1,2017-09-28,209171,10,80,3,CAD,55.949999999999996,121.64999999999999
6463,1009001,2,2017-10-05,1813480,0,80,2,USD,37.3,81.1
6464,1011013,1,2017-10-07,1524551,0,80,5,USD,93.25,202.75
6465,1049010,6,2017-11-14,687250,12,80,1,EUR,18.65,40.55
6466,1070001,2,2017-12-05,1574605,66,80,1,USD,18.65,40.55
6467,1076008,1,2017-12-11,1822089,50,80,7,USD,130.54999999999998,283.84999999999997
6468,1086022,3,2017-12-21,1358765,43,80,2,USD,37.3,81.1
6469,1086023,1,2017-12-21,1971893,45,80,6,USD,111.89999999999999,243.29999999999998
6470,1142007,1,2018-02-15,2032588,0,80,3,USD,55.949999999999996,121.64999999999999
6471,1149026,1,2018-02-22,772732,29,80,2,EUR,37.3,81.1
6472,1211001,1,2018-04-25,473349,0,80,3,EUR,55.949999999999996,121.64999999999999
6473,1219008,5,2018-05-03,703705,29,80,3,EUR,55.949999999999996,121.64999999999999
6474,1252007,1,2018-06-05,544047,27,80,6,EUR,111.89999999999999,243.29999999999998
6475,1261018,1,2018-06-14,251670,8,80,3,CAD,55.949999999999996,121.64999999999999
6476,1275005,4,2018-06-28,1911371,48,80,1,USD,18.65,40.55
6477,1311008,2,2018-08-03,1322032,45,80,7,USD,130.54999999999998,283.84999999999997
6478,1317008,1,2018-08-09,466912,20,80,1,EUR,18.65,40.55
6479,1322005,1,2018-08-14,890173,34,80,7,EUR,130.54999999999998,283.84999999999997
6480,1325001,2,2018-08-17,1791454,51,80,1,USD,18.65,40.55
6481,1325014,1,2018-08-17,859240,31,80,1,EUR,18.65,40.55
6482,1331020,4,2018-08-23,348521,8,80,3,CAD,55.949999999999996,121.64999999999999
6483,1335000,4,2018-08-27,998966,40,80,2,GBP,37.3,81.1
6484,1347004,1,2018-09-08,1586575,0,80,5,USD,93.25,202.75
6485,1359028,2,2018-09-20,1392092,0,80,1,USD,18.65,40.55
6486,1381008,1,2018-10-12,1512083,49,80,1,USD,18.65,40.55
6487,1387022,2,2018-10-18,2062220,0,80,1,USD,18.65,40.55
6488,1399007,1,2018-10-30,1664824,0,80,1,USD,18.65,40.55
6489,1440014,5,2018-12-10,1111645,38,80,8,GBP,149.2,324.4
6490,1448033,1,2018-12-18,783542,30,80,7,EUR,130.54999999999998,283.84999999999997
6491,1455014,4,2018-12-25,718217,30,80,1,EUR,18.65,40.55
6492,1455047,1,2018-12-25,872477,32,80,2,EUR,37.3,81.1
6493,1475019,1,2019-01-14,1307135,0,80,1,USD,18.65,40.55
6494,1500002,4,2019-02-08,503562,22,80,1,EUR,18.65,40.55
6495,1508007,2,2019-02-16,1185221,36,80,1,GBP,18.65,40.55
6496,1515045,3,2019-02-23,374045,10,80,5,CAD,93.25,202.75
6497,1519023,3,2019-02-27,1376441,57,80,1,USD,18.65,40.55
6498,1529029,1,2019-03-09,185180,0,80,1,AUD,18.65,40.55
6499,1587010,3,2019-05-06,1189849,39,80,7,GBP,130.54999999999998,283.84999999999997
6500,1594001,1,2019-05-13,1520094,59,80,2,USD,37.3,81.1
6501,1596034,2,2019-05-15,74845,5,80,1,AUD,18.65,40.55
6502,1602011,1,2019-05-21,322558,8,80,2,CAD,37.3,81.1
6503,1605002,1,2019-05-24,1637055,0,80,1,USD,18.65,40.55
6504,1610026,4,2019-05-29,2008468,50,80,5,USD,93.25,202.75
6505,1610026,7,2019-05-29,2008468,50,80,6,USD,111.89999999999999,243.29999999999998
6506,1623017,2,2019-06-11,1392371,61,80,9,USD,167.85,364.95
6507,1659034,7,2019-07-17,965207,38,80,6,GBP,111.89999999999999,243.29999999999998
6508,1660024,3,2019-07-18,303116,10,80,7,CAD,130.54999999999998,283.84999999999997
6509,1667009,6,2019-07-25,586005,20,80,1,EUR,18.65,40.55
6510,1675010,2,2019-08-02,1904257,56,80,3,USD,55.949999999999996,121.64999999999999
6511,1693017,1,2019-08-20,1691895,45,80,3,USD,55.949999999999996,121.64999999999999
6512,1694021,2,2019-08-21,1364716,45,80,10,USD,186.5,405.5
6513,1718020,1,2019-09-14,2022243,54,80,6,USD,111.89999999999999,243.29999999999998
6514,1725017,2,2019-09-21,1790385,48,80,2,USD,37.3,81.1
6515,1725026,2,2019-09-21,37580,0,80,1,AUD,18.65,40.55
6516,1769016,1,2019-11-04,151499,6,80,6,AUD,111.89999999999999,243.29999999999998
6517,1773025,1,2019-11-08,346994,8,80,1,CAD,18.65,40.55
6518,1809016,1,2019-12-14,254540,9,80,2,CAD,37.3,81.1
6519,1815035,1,2019-12-20,2074986,49,80,2,USD,37.3,81.1
6520,1815051,2,2019-12-20,500029,26,80,7,EUR,130.54999999999998,283.84999999999997
6521,1863014,2,2020-02-06,1785644,61,80,2,USD,37.3,81.1
6522,1883040,1,2020-02-26,2019180,55,80,5,USD,93.25,202.75
6523,1884054,3,2020-02-27,2067348,53,80,1,USD,18.65,40.55
6524,1896024,1,2020-03-10,1934889,0,80,1,USD,18.65,40.55
6525,1940000,2,2020-04-23,245739,0,80,1,CAD,18.65,40.55
6526,1975019,1,2020-05-28,272146,9,80,3,CAD,55.949999999999996,121.64999999999999
6527,2147003,3,2020-11-16,1420996,56,80,2,USD,37.3,81.1
6528,2199010,3,2021-01-07,1349918,43,80,2,USD,37.3,81.1
6529,371002,2,2016-01-06,1955971,53,2171,3,USD,1029.15,2237.9700000000003
6530,651004,3,2016-10-12,391733,8,2171,3,CAD,1029.15,2237.9700000000003
6531,682007,2,2016-11-12,1598422,43,2171,3,USD,1029.15,2237.9700000000003
6532,896001,1,2017-06-14,1717932,54,2171,1,USD,343.05,745.99
6533,1002008,3,2017-09-28,1967380,53,2171,3,USD,1029.15,2237.9700000000003
6534,1050009,1,2017-11-15,1345382,56,2171,5,USD,1715.25,3729.95
6535,1162011,1,2018-03-07,944687,42,2171,2,GBP,686.1,1491.98
6536,371003,1,2016-01-06,778259,28,1074,6,EUR,860.8799999999999,1872.0
6537,720010,3,2016-12-20,1342209,48,1074,2,USD,286.96,624.0
6538,929003,4,2017-07-17,2061136,61,1074,2,USD,286.96,624.0
6539,1025001,4,2017-10-21,1963081,0,1074,3,USD,430.43999999999994,936.0
6540,1106015,3,2018-01-10,1371642,65,1074,2,USD,286.96,624.0
6541,1357004,4,2018-09-18,703936,29,1074,2,EUR,286.96,624.0
6542,1436025,3,2018-12-06,1122022,40,1074,2,GBP,286.96,624.0
6543,1456018,2,2018-12-26,475534,19,1074,4,EUR,573.92,1248.0
6544,1462022,1,2019-01-01,302645,9,1074,2,CAD,286.96,624.0
6545,1504016,3,2019-02-12,1549671,44,1074,6,USD,860.8799999999999,1872.0
6546,1505014,1,2019-02-13,540791,0,1074,1,EUR,143.48,312.0
6547,1590017,1,2019-05-09,1693813,0,1074,2,USD,286.96,624.0
6548,2233007,2,2021-02-10,85080,5,1074,1,AUD,143.48,312.0
6549,371003,2,2016-01-06,778259,28,127,2,EUR,146.22,286.8
6550,422005,1,2016-02-26,1732661,61,127,1,USD,73.11,143.4
6551,534008,1,2016-06-17,1736139,51,127,4,USD,292.44,573.6
6552,535003,2,2016-06-18,1843033,59,127,1,USD,73.11,143.4
6553,639003,3,2016-09-30,1892320,61,127,1,USD,73.11,143.4
6554,661010,3,2016-10-22,353750,8,127,10,CAD,731.1,1434.0
6555,785005,2,2017-02-23,402995,22,127,1,EUR,73.11,143.4
6556,789006,1,2017-02-27,1058292,42,127,2,GBP,146.22,286.8
6557,885012,1,2017-06-03,1190907,36,127,1,GBP,73.11,143.4
6558,953005,2,2017-08-10,138332,0,127,8,AUD,584.88,1147.2
6559,1028009,1,2017-10-24,1773702,65,127,3,USD,219.32999999999998,430.20000000000005
6560,1072003,2,2017-12-07,1991913,44,127,4,USD,292.44,573.6
6561,1300006,1,2018-07-23,501029,20,127,3,EUR,219.32999999999998,430.20000000000005
6562,1330002,2,2018-08-22,255312,8,127,6,CAD,438.65999999999997,860.4000000000001
6563,1385000,5,2018-10-16,1306301,48,127,8,USD,584.88,1147.2
6564,1396019,6,2018-10-27,1368924,63,127,7,USD,511.77,1003.8000000000001
6565,1398009,1,2018-10-29,1571311,64,127,3,USD,219.32999999999998,430.20000000000005
6566,1434007,3,2018-12-04,703938,29,127,1,EUR,73.11,143.4
6567,1452039,1,2018-12-22,1713848,66,127,6,USD,438.65999999999997,860.4000000000001
6568,1466025,4,2019-01-05,1548927,49,127,1,USD,73.11,143.4
6569,1470011,3,2019-01-09,1588479,56,127,3,USD,219.32999999999998,430.20000000000005
6570,1651008,1,2019-07-09,1124706,0,127,6,GBP,438.65999999999997,860.4000000000001
6571,1706003,2,2019-09-02,1646102,0,127,3,USD,219.32999999999998,430.20000000000005
6572,1811025,1,2019-12-16,1491817,66,127,3,USD,219.32999999999998,430.20000000000005
6573,1822036,1,2019-12-27,1351590,44,127,1,USD,73.11,143.4
6574,1828045,1,2020-01-02,801168,31,127,3,EUR,219.32999999999998,430.20000000000005
6575,1835016,3,2020-01-09,458042,23,127,4,EUR,292.44,573.6
6576,1861021,2,2020-02-04,1342972,47,127,1,USD,73.11,143.4
6577,1864007,2,2020-02-07,463334,0,127,2,EUR,146.22,286.8
6578,1870018,1,2020-02-13,1001525,0,127,2,GBP,146.22,286.8
6579,2009003,4,2020-07-01,383007,9,127,1,CAD,73.11,143.4
6580,2065008,1,2020-08-26,446735,0,127,1,EUR,73.11,143.4
6581,2206007,3,2021-01-14,722377,0,127,4,EUR,292.44,573.6
6582,371003,3,2016-01-06,778259,28,333,5,EUR,813.1999999999999,1595.0
6583,897012,2,2017-06-15,678055,13,333,1,EUR,162.64,319.0
6584,1270019,3,2018-06-23,1191228,37,333,2,GBP,325.28,638.0
6585,1806012,1,2019-12-11,1782682,0,333,6,USD,975.8399999999999,1914.0
6586,1813055,3,2019-12-18,1996959,65,333,3,USD,487.91999999999996,957.0
6587,1825042,2,2019-12-30,1022337,39,333,6,GBP,975.8399999999999,1914.0
6588,2033001,1,2020-07-25,2021107,62,333,1,USD,162.64,319.0
6589,2051001,3,2020-08-12,508885,26,333,1,EUR,162.64,319.0
6590,371003,4,2016-01-06,778259,28,1627,4,EUR,33.08,71.96
6591,388000,3,2016-01-23,97611,5,1627,6,AUD,49.62,107.94
6592,388006,2,2016-01-23,1098143,41,1627,2,GBP,16.54,35.98
6593,399010,4,2016-02-03,906625,36,1627,4,GBP,33.08,71.96
6594,540000,2,2016-06-23,385392,9,1627,2,CAD,16.54,35.98
6595,546000,2,2016-06-29,772646,28,1627,3,EUR,24.81,53.97
6596,619001,2,2016-09-10,280183,9,1627,1,CAD,8.27,17.99
6597,692008,3,2016-11-22,942659,0,1627,3,GBP,24.81,53.97
6598,701010,3,2016-12-01,723850,28,1627,2,EUR,16.54,35.98
6599,724010,1,2016-12-24,911091,37,1627,2,GBP,16.54,35.98
6600,749008,1,2017-01-18,793686,28,1627,3,EUR,24.81,53.97
6601,758001,1,2017-01-27,1182299,42,1627,8,GBP,66.16,143.92
6602,783007,1,2017-02-21,1569702,50,1627,4,USD,33.08,71.96
6603,787019,1,2017-02-25,1288319,56,1627,5,USD,41.349999999999994,89.94999999999999
6604,871007,5,2017-05-20,959269,39,1627,2,GBP,16.54,35.98
6605,876006,1,2017-05-25,1790139,0,1627,5,USD,41.349999999999994,89.94999999999999
6606,916003,2,2017-07-04,1089890,38,1627,3,GBP,24.81,53.97
6607,932002,2,2017-07-20,388302,9,1627,8,CAD,66.16,143.92
6608,1052003,2,2017-11-17,1599683,54,1627,2,USD,16.54,35.98
6609,1059005,1,2017-11-24,2074698,55,1627,3,USD,24.81,53.97
6610,1120005,2,2018-01-24,1744333,0,1627,1,USD,8.27,17.99
6611,1140010,4,2018-02-13,1950591,59,1627,3,USD,24.81,53.97
6612,1143022,2,2018-02-16,99810,5,1627,2,AUD,16.54,35.98
6613,1158014,3,2018-03-03,1982856,44,1627,4,USD,33.08,71.96
6614,1159000,4,2018-03-04,454932,20,1627,8,EUR,66.16,143.92
6615,1164012,2,2018-03-09,1272497,54,1627,4,USD,33.08,71.96
6616,1224014,3,2018-05-08,60407,4,1627,2,AUD,16.54,35.98
6617,1242019,2,2018-05-26,440537,23,1627,5,EUR,41.349999999999994,89.94999999999999
6618,1245010,1,2018-05-29,1050975,39,1627,1,GBP,8.27,17.99
6619,1258006,1,2018-06-11,1570075,0,1627,2,USD,16.54,35.98
6620,1284012,1,2018-07-07,261498,8,1627,3,CAD,24.81,53.97
6621,1284027,3,2018-07-07,1011043,0,1627,4,GBP,33.08,71.96
6622,1316016,1,2018-08-08,1747078,62,1627,2,USD,16.54,35.98
6623,1343019,1,2018-09-04,946737,40,1627,9,GBP,74.42999999999999,161.91
6624,1371000,6,2018-10-02,1257599,48,1627,8,USD,66.16,143.92
6625,1389005,1,2018-10-20,1933298,55,1627,1,USD,8.27,17.99
6626,1396013,1,2018-10-27,1041871,39,1627,6,GBP,49.62,107.94
6627,1398012,2,2018-10-29,2059595,0,1627,2,USD,16.54,35.98
6628,1399021,2,2018-10-30,1335399,64,1627,2,USD,16.54,35.98
6629,1400027,6,2018-10-31,584350,23,1627,3,EUR,24.81,53.97
6630,1410021,1,2018-11-10,1496507,45,1627,3,USD,24.81,53.97
6631,1420011,1,2018-11-20,1608505,0,1627,1,USD,8.27,17.99
6632,1450062,1,2018-12-20,826253,0,1627,4,EUR,33.08,71.96
6633,1455013,2,2018-12-25,926578,0,1627,2,GBP,16.54,35.98
6634,1457065,4,2018-12-27,48466,0,1627,1,AUD,8.27,17.99
6635,1477018,3,2019-01-16,830366,31,1627,2,EUR,16.54,35.98
6636,1494040,1,2019-02-02,1390208,0,1627,2,USD,16.54,35.98
6637,1506050,7,2019-02-14,391900,10,1627,2,CAD,16.54,35.98
6638,1511017,1,2019-02-19,1060308,0,1627,7,GBP,57.89,125.92999999999999
6639,1525021,2,2019-03-05,1006445,38,1627,2,GBP,16.54,35.98
6640,1536021,1,2019-03-16,350496,10,1627,2,CAD,16.54,35.98
6641,1619013,6,2019-06-07,1981004,0,1627,10,USD,82.69999999999999,179.89999999999998
6642,1626002,1,2019-06-14,512630,27,1627,8,EUR,66.16,143.92
6643,1641003,4,2019-06-29,777688,0,1627,3,EUR,24.81,53.97
6644,1645005,2,2019-07-03,1715326,65,1627,3,USD,24.81,53.97
6645,1646017,5,2019-07-04,807641,31,1627,1,EUR,8.27,17.99
6646,1646037,1,2019-07-04,1709993,63,1627,4,USD,33.08,71.96
6647,1647000,4,2019-07-05,778636,30,1627,3,EUR,24.81,53.97
6648,1655046,3,2019-07-13,2070645,59,1627,6,USD,49.62,107.94
6649,1667021,4,2019-07-25,1430321,43,1627,1,USD,8.27,17.99
6650,1678010,7,2019-08-05,384783,8,1627,3,CAD,24.81,53.97
6651,1683021,4,2019-08-10,1641744,55,1627,8,USD,66.16,143.92
6652,1704042,1,2019-08-31,878978,0,1627,7,EUR,57.89,125.92999999999999
6653,1707021,2,2019-09-03,1465552,64,1627,2,USD,16.54,35.98
6654,1713020,3,2019-09-09,1501073,0,1627,1,USD,8.27,17.99
6655,1715010,1,2019-09-11,1173041,42,1627,4,GBP,33.08,71.96
6656,1784006,2,2019-11-19,1128994,36,1627,2,GBP,16.54,35.98
6657,1790015,4,2019-11-25,1852635,0,1627,3,USD,24.81,53.97
6658,1795026,3,2019-11-30,1719794,53,1627,10,USD,82.69999999999999,179.89999999999998
6659,1798028,1,2019-12-03,1414226,0,1627,1,USD,8.27,17.99
6660,1810004,3,2019-12-15,1926364,61,1627,1,USD,8.27,17.99
6661,1816019,2,2019-12-21,1905450,53,1627,5,USD,41.349999999999994,89.94999999999999
6662,1816072,1,2019-12-21,1098100,42,1627,1,GBP,8.27,17.99
6663,1816081,3,2019-12-21,239134,9,1627,4,CAD,33.08,71.96
6664,1827018,1,2020-01-01,777144,30,1627,2,EUR,16.54,35.98
6665,1832009,3,2020-01-06,467069,0,1627,1,EUR,8.27,17.99
6666,1833023,1,2020-01-07,250052,10,1627,4,CAD,33.08,71.96
6667,1835048,1,2020-01-09,1075426,37,1627,2,GBP,16.54,35.98
6668,1842024,2,2020-01-16,1949149,53,1627,3,USD,24.81,53.97
6669,1872011,1,2020-02-15,561584,22,1627,1,EUR,8.27,17.99
6670,1877019,4,2020-02-20,1233842,56,1627,2,USD,16.54,35.98
6671,1879049,1,2020-02-22,335032,10,1627,4,CAD,33.08,71.96
6672,1882005,2,2020-02-25,967597,38,1627,1,GBP,8.27,17.99
6673,1895007,1,2020-03-09,858612,31,1627,1,EUR,8.27,17.99
6674,1940000,4,2020-04-23,245739,0,1627,2,CAD,16.54,35.98
6675,1948016,3,2020-05-01,334491,8,1627,1,CAD,8.27,17.99
6676,1959000,1,2020-05-12,804388,34,1627,2,EUR,16.54,35.98
6677,2008003,2,2020-06-30,1957363,45,1627,1,USD,8.27,17.99
6678,2012013,2,2020-07-04,366908,10,1627,1,CAD,8.27,17.99
6679,2019011,1,2020-07-11,1316297,57,1627,2,USD,16.54,35.98
6680,2152000,3,2020-11-21,2022412,65,1627,5,USD,41.349999999999994,89.94999999999999
6681,2242000,3,2021-02-19,680858,14,1627,1,EUR,8.27,17.99
6682,371003,5,2016-01-06,778259,28,64,1,EUR,83.24,181.0
6683,406002,2,2016-02-10,1954639,47,64,7,USD,582.68,1267.0
6684,411004,3,2016-02-15,1916734,61,64,1,USD,83.24,181.0
6685,411010,4,2016-02-15,1942072,59,64,2,USD,166.48,362.0
6686,433001,3,2016-03-08,1778536,45,64,2,USD,166.48,362.0
6687,520002,4,2016-06-03,598323,27,64,2,EUR,166.48,362.0
6688,589001,3,2016-08-11,684747,0,64,2,EUR,166.48,362.0
6689,665007,3,2016-10-26,971666,36,64,3,GBP,249.71999999999997,543.0
6690,709002,1,2016-12-09,1504078,43,64,1,USD,83.24,181.0
6691,719012,1,2016-12-19,1676662,43,64,2,USD,166.48,362.0
6692,735015,2,2017-01-04,1996781,56,64,3,USD,249.71999999999997,543.0
6693,738015,2,2017-01-07,721329,28,64,1,EUR,83.24,181.0
6694,782014,2,2017-02-20,747567,28,64,7,EUR,582.68,1267.0
6695,850007,1,2017-04-29,454548,19,64,2,EUR,166.48,362.0
6696,866004,2,2017-05-15,1188400,40,64,3,GBP,249.71999999999997,543.0
6697,892012,1,2017-06-10,796191,29,64,1,EUR,83.24,181.0
6698,927001,3,2017-07-15,1767210,44,64,3,USD,249.71999999999997,543.0
6699,941006,2,2017-07-29,1076700,36,64,2,GBP,166.48,362.0
6700,965006,2,2017-08-22,1745379,44,64,1,USD,83.24,181.0
6701,980008,2,2017-09-06,67157,5,64,1,AUD,83.24,181.0
6702,997010,2,2017-09-23,1349131,56,64,4,USD,332.96,724.0
6703,1018018,1,2017-10-14,115447,1,64,1,AUD,83.24,181.0
6704,1044013,2,2017-11-09,72003,4,64,2,AUD,166.48,362.0
6705,1059008,2,2017-11-24,659211,15,64,6,EUR,499.43999999999994,1086.0
6706,1102020,3,2018-01-06,1013139,41,64,3,GBP,249.71999999999997,543.0
6707,1149008,1,2018-02-22,2087937,61,64,4,USD,332.96,724.0
6708,1226011,1,2018-05-10,209628,10,64,7,CAD,582.68,1267.0
6709,1247018,1,2018-05-31,2017407,63,64,1,USD,83.24,181.0
6710,1251012,1,2018-06-04,578407,27,64,3,EUR,249.71999999999997,543.0
6711,1260021,1,2018-06-13,735746,30,64,1,EUR,83.24,181.0
6712,1261022,2,2018-06-14,465854,21,64,3,EUR,249.71999999999997,543.0
6713,1267019,2,2018-06-20,1250603,62,64,6,USD,499.43999999999994,1086.0
6714,1284020,2,2018-07-07,1714276,54,64,3,USD,249.71999999999997,543.0
6715,1312006,2,2018-08-04,876685,31,64,5,EUR,416.2,905.0
6716,1326025,2,2018-08-18,1031361,42,64,2,GBP,166.48,362.0
6717,1333021,4,2018-08-25,1285725,54,64,7,USD,582.68,1267.0
6718,1353018,3,2018-09-14,1381899,59,64,6,USD,499.43999999999994,1086.0
6719,1354007,2,2018-09-15,2072900,0,64,2,USD,166.48,362.0
6720,1364001,3,2018-09-25,777994,30,64,5,EUR,416.2,905.0
6721,1368006,1,2018-09-29,1011206,37,64,2,GBP,166.48,362.0
6722,1389030,1,2018-10-20,1224615,54,64,1,USD,83.24,181.0
6723,1401022,1,2018-11-01,1544577,64,64,3,USD,249.71999999999997,543.0
6724,1407014,1,2018-11-07,1756245,47,64,1,USD,83.24,181.0
6725,1408003,1,2018-11-08,1115892,40,64,4,GBP,332.96,724.0
6726,1410017,1,2018-11-10,1071007,36,64,4,GBP,332.96,724.0
6727,1421019,1,2018-11-21,1738685,61,64,2,USD,166.48,362.0
6728,1422000,2,2018-11-22,1885716,64,64,3,USD,249.71999999999997,543.0
6729,1422001,1,2018-11-22,1539414,63,64,5,USD,416.2,905.0
6730,1452049,3,2018-12-22,1718597,61,64,1,USD,83.24,181.0
6731,1452059,1,2018-12-22,316566,8,64,6,CAD,499.43999999999994,1086.0
6732,1453003,4,2018-12-23,2025711,66,64,2,USD,166.48,362.0
6733,1457002,4,2018-12-27,307907,8,64,8,CAD,665.92,1448.0
6734,1457065,3,2018-12-27,48466,0,64,5,AUD,416.2,905.0
6735,1459074,3,2018-12-29,676036,17,64,1,EUR,83.24,181.0
6736,1471019,1,2019-01-10,439771,22,64,1,EUR,83.24,181.0
6737,1483016,1,2019-01-22,1332152,65,64,6,USD,499.43999999999994,1086.0
6738,1489000,2,2019-01-28,1440349,45,64,1,USD,83.24,181.0
6739,1492032,2,2019-01-31,1263798,65,64,3,USD,249.71999999999997,543.0
6740,1513041,2,2019-02-21,1432907,0,64,7,USD,582.68,1267.0
6741,1590012,1,2019-05-09,418621,19,64,2,EUR,166.48,362.0
6742,1590013,2,2019-05-09,1680728,61,64,4,USD,332.96,724.0
6743,1598002,1,2019-05-17,346689,10,64,4,CAD,332.96,724.0
6744,1599003,3,2019-05-18,1527126,43,64,10,USD,832.4,1810.0
6745,1615016,2,2019-06-03,348440,9,64,8,CAD,665.92,1448.0
6746,1615021,1,2019-06-03,1785644,61,64,10,USD,832.4,1810.0
6747,1622020,1,2019-06-10,616346,18,64,3,EUR,249.71999999999997,543.0
6748,1622020,6,2019-06-10,616346,18,64,2,EUR,166.48,362.0
6749,1632008,5,2019-06-20,259842,9,64,6,CAD,499.43999999999994,1086.0
6750,1642000,1,2019-06-30,318123,9,64,2,CAD,166.48,362.0
6751,1645027,2,2019-07-03,1139001,36,64,3,GBP,249.71999999999997,543.0
6752,1647021,3,2019-07-05,1003599,0,64,3,GBP,249.71999999999997,543.0
6753,1667009,5,2019-07-25,586005,20,64,1,EUR,83.24,181.0
6754,1686023,3,2019-08-13,165581,5,64,2,AUD,166.48,362.0
6755,1704001,3,2019-08-31,1241747,44,64,2,USD,166.48,362.0
6756,1706021,3,2019-09-02,676383,17,64,2,EUR,166.48,362.0
6757,1713004,4,2019-09-09,1670689,61,64,2,USD,166.48,362.0
6758,1715012,1,2019-09-11,438560,24,64,3,EUR,249.71999999999997,543.0
6759,1721004,2,2019-09-17,958207,0,64,4,GBP,332.96,724.0
6760,1724003,4,2019-09-20,1613362,45,64,9,USD,749.16,1629.0
6761,1737000,6,2019-10-03,1246775,43,64,10,USD,832.4,1810.0
6762,1765006,1,2019-10-31,1374605,55,64,2,USD,166.48,362.0
6763,1777020,1,2019-11-12,580881,23,64,2,EUR,166.48,362.0
6764,1786007,4,2019-11-21,1692156,66,64,5,USD,416.2,905.0
6765,1792015,2,2019-11-27,1083775,0,64,5,GBP,416.2,905.0
6766,1792020,1,2019-11-27,631580,13,64,1,EUR,83.24,181.0
6767,1793001,2,2019-11-28,2060666,49,64,3,USD,249.71999999999997,543.0
6768,1798005,1,2019-12-03,889395,33,64,2,EUR,166.48,362.0
6769,1800009,2,2019-12-05,2043646,0,64,2,USD,166.48,362.0
6770,1814052,1,2019-12-19,1170419,37,64,8,GBP,665.92,1448.0
6771,1824006,1,2019-12-29,1585185,48,64,4,USD,332.96,724.0
6772,1855026,3,2020-01-29,1668458,49,64,3,USD,249.71999999999997,543.0
6773,1874009,1,2020-02-17,1528045,66,64,4,USD,332.96,724.0
6774,1896001,2,2020-03-10,1011273,38,64,2,GBP,166.48,362.0
6775,2102004,1,2020-10-02,1077719,0,64,4,GBP,332.96,724.0
6776,2158003,1,2020-11-27,1635725,59,64,1,USD,83.24,181.0
6777,371003,6,2016-01-06,778259,28,1997,3,EUR,248.31,539.97
6778,530004,2,2016-06-13,1002790,42,1997,3,GBP,248.31,539.97
6779,766005,1,2017-02-04,582423,27,1997,1,EUR,82.77,179.99
6780,849001,2,2017-04-28,1852515,57,1997,1,USD,82.77,179.99
6781,1095039,2,2017-12-30,536368,24,1997,3,EUR,248.31,539.97
6782,1143011,1,2018-02-16,1372912,53,1997,1,USD,82.77,179.99
6783,1254007,3,2018-06-07,149733,6,1997,1,AUD,82.77,179.99
